customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,paperless_billing,payment_method,num_support_calls,late_payments_last_year,avg_monthly_usage_gb,churn
CUST10229,52,Male,West,51,75.33,,One year,DSL,Yes,Yes,Yes,Bank transfer,2,1,107.5,No
CUST10230,29,Female,South,17,48.88,869.05,Month-to-month,DSL,No,No,Yes,Bank transfer,2,2,232.6,Yes
CUST10231,47,Male,West,23,52.31,1164.34,Month-to-month,DSL,No,No,Yes,Mailed check,2,1,171.5,Yes
CUST10232,71,Male,East,61,18.0,1217.61,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,2,3,0.0,No
CUST10233,19,Male,North,26,31.34,755.02,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,0,0,0.0,No
CUST10234,65,Female,North,11,100.76,1114.58,Month-to-month,Fiber optic,No,No,Yes,Credit card,2,0,217.5,Yes
CUST10235,49,Male,North,2,79.12,142.49,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,6,0,424.1,Yes
CUST10236,63,Male,West,17,105.25,1771.41,Month-to-month,Fiber optic,Yes,No,No,Electronic check,3,1,477.4,Yes
CUST10237,59,Male,North,66,28.64,1714.04,Two year,No,No internet service,No internet service,Yes,Electronic check,2,2,0.0,No
CUST10238,45,Female,East,40,57.17,2244.36,Month-to-month,DSL,No,Yes,No,Bank transfer,2,0,234.8,Yes
CUST10239,37,Male,West,72,56.0,4097.36,Month-to-month,DSL,No,No,Yes,Credit card,0,1,176.3,No
CUST10240,57,Female,West,16,60.91,908.3,Month-to-month,DSL,No,Yes,Yes,Credit card,1,1,93.0,Yes
CUST10241,26,Female,North,26,76.57,1885.65,Two year,DSL,Yes,No,Yes,Bank transfer,2,1,136.7,No
CUST10242,54,Female,North,12,57.2,694.61,One year,DSL,No,No,No,Credit card,1,0,129.2,No
CUST10243,23,Female,North,29,30.41,790.39,Two year,No,No internet service,No internet service,No,Bank transfer,0,1,0.0,No
CUST10244,58,Male,North,41,20.79,881.68,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,5,0,0.0,No
CUST10245,57,Male,North,59,65.39,3849.33,Month-to-month,DSL,No,Yes,No,Bank transfer,2,1,220.0,No
CUST10246,23,Male,East,27,78.43,1972.35,One year,Fiber optic,Yes,No,Yes,Electronic check,4,0,263.8,No
CUST10247,65,Female,West,56,83.09,4593.07,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,0,307.2,No
CUST10248,44,Female,East,46,110.83,4726.37,Two year,Fiber optic,No,No,Yes,Mailed check,2,0,313.1,No
CUST10249,67,Female,East,22,61.96,1287.27,Two year,Fiber optic,No,Yes,Yes,Electronic check,0,1,503.4,Yes
CUST10250,20,Male,North,66,65.33,4325.09,Month-to-month,DSL,Yes,Yes,Yes,Credit card,1,2,138.2,No
CUST10251,29,Male,West,32,27.72,794.54,Two year,No,No internet service,No internet service,No,Credit card,2,1,0.0,No
CUST10252,49,Male,East,11,22.72,229.45,One year,No,No internet service,No internet service,Yes,Mailed check,1,0,0.0,No
CUST10253,29,Male,West,70,79.95,5578.59,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,3,0,263.5,No
CUST10254,38,Male,West,66,82.91,5375.98,Month-to-month,Fiber optic,No,No,Yes,Mailed check,3,1,482.2,Yes
CUST10255,59,Female,South,4,79.48,321.29,Month-to-month,Fiber optic,No,No,Yes,Electronic check,1,2,,Yes
CUST10256,27,Male,North,65,59.22,3570.09,Two year,DSL,No,Yes,Yes,Electronic check,1,1,225.3,No
CUST10257,60,Female,North,69,52.12,3600.0,Month-to-month,DSL,No,Yes,No,Electronic check,3,2,132.2,Yes
CUST10258,24,Male,South,60,107.22,6530.5,Month-to-month,Fiber optic,No,Yes,No,Electronic check,0,2,195.3,No
CUST10259,29,Male,West,19,54.48,938.46,One year,DSL,No,Yes,Yes,Electronic check,4,0,141.6,No
CUST10260,55,Female,South,46,30.7,1375.84,Month-to-month,No,No internet service,No internet service,No,Electronic check,1,1,0.0,No
CUST10261,67,Female,West,39,86.31,3373.41,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,2,5,287.0,Yes
CUST10262,28,Male,East,45,96.33,4174.86,One year,Fiber optic,No,Yes,Yes,Credit card,1,1,293.3,Yes
CUST10263,36,Male,North,45,64.33,2790.28,Month-to-month,DSL,No,Yes,Yes,Electronic check,1,1,182.9,Yes
CUST10264,76,Male,South,47,29.19,1405.08,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,1,1,0.0,Yes
CUST10265,80,Female,East,38,52.73,,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,0,1,148.8,Yes
CUST10266,54,Male,East,50,50.48,2407.43,Month-to-month,DSL,Yes,No,No,Mailed check,2,1,213.9,Yes
CUST10267,46,Female,South,38,73.86,2800.26,Month-to-month,DSL,No,Yes,Yes,Mailed check,3,2,154.6,Yes
CUST10268,39,Male,North,2,79.37,107.92,One year,Fiber optic,No,Yes,No,Electronic check,4,1,402.7,Yes
CUST10269,56,Female,East,3,31.41,61.76,Two year,No,No internet service,No internet service,No,Bank transfer,1,1,0.0,No
CUST10270,55,Male,North,69,47.55,3207.35,Month-to-month,DSL,No,Yes,No,Bank transfer,2,3,204.6,Yes
CUST10271,36,Female,West,66,35.08,2152.95,Two year,No,No internet service,No internet service,Yes,Bank transfer,2,1,0.0,No
CUST10272,19,Female,North,43,56.14,2414.36,One year,DSL,Yes,Yes,No,Bank transfer,2,3,174.3,No
CUST10273,27,Male,North,13,78.37,992.63,One year,Fiber optic,Yes,No,Yes,Mailed check,2,1,409.0,No
CUST10274,78,Male,South,57,50.88,2665.39,One year,DSL,Yes,No,Yes,Mailed check,5,2,155.1,No
CUST10275,44,Female,East,11,76.46,823.13,One year,Fiber optic,No,No,Yes,Electronic check,2,0,358.6,Yes
CUST10276,48,Male,South,28,91.05,2334.74,Two year,Fiber optic,No,Yes,No,Mailed check,1,0,265.9,No
CUST10277,47,Male,South,24,93.69,2188.0,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,0,0,222.9,Yes
CUST10278,67,Male,West,1,47.05,66.5,Month-to-month,DSL,Yes,No,Yes,Electronic check,2,2,135.8,Yes
CUST10279,22,Male,South,59,24.72,1506.87,Month-to-month,No,No internet service,No internet service,No,Bank transfer,0,1,0.0,No
CUST10280,23,Male,South,37,18.0,629.23,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,4,0.0,Yes
CUST10281,35,Male,South,23,88.44,1862.35,One year,Fiber optic,No,No,No,Electronic check,2,0,381.5,No
CUST10282,48,Male,North,37,95.27,,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,1,2,381.0,Yes
CUST10283,60,Male,East,1,81.76,57.23,Month-to-month,Fiber optic,No,No,Yes,Mailed check,2,1,283.0,Yes
CUST10284,48,Male,North,32,65.72,2094.49,Month-to-month,DSL,Yes,Yes,Yes,Credit card,3,0,110.6,Yes
CUST10285,45,Male,East,38,42.52,1587.38,Month-to-month,No,No internet service,No internet service,Yes,Credit card,2,1,0.0,No
CUST10286,77,Female,North,25,61.42,1436.5,One year,DSL,Yes,Yes,Yes,Credit card,3,3,140.9,Yes
CUST10287,28,Male,West,60,77.56,4498.69,One year,Fiber optic,No,Yes,Yes,Mailed check,1,2,364.9,Yes
CUST10288,54,Male,South,18,68.79,1263.68,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,1,1,97.9,Yes
CUST10289,52,Male,West,10,51.67,527.68,Month-to-month,DSL,Yes,,No,Bank transfer,0,1,160.4,No
CUST10290,47,Female,South,38,79.89,,Month-to-month,Fiber optic,No,No,No,Bank transfer,2,0,319.8,Yes
CUST10291,68,Male,North,64,82.01,5212.54,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,0,2,334.3,No
CUST10292,34,Male,West,28,18.0,423.64,One year,No,No internet service,No internet service,Yes,Electronic check,3,0,0.0,No
CUST10293,78,Male,East,4,22.5,57.67,One year,No,No internet service,No internet service,Yes,Electronic check,3,0,0.0,Yes
CUST10294,38,Male,West,70,66.0,4587.48,Month-to-month,DSL,No,Yes,No,Electronic check,2,1,156.3,Yes
CUST10295,52,Male,South,32,69.06,2097.1,Month-to-month,DSL,Yes,No,No,Electronic check,2,1,134.7,No
CUST10296,50,Male,East,13,91.26,1061.46,Two year,Fiber optic,No,No,Yes,Electronic check,3,3,527.2,Yes
CUST10297,71,Female,West,45,96.36,4223.52,One year,Fiber optic,Yes,Yes,Yes,Credit card,1,2,363.2,Yes
CUST10298,45,Female,East,24,84.42,2070.13,Month-to-month,Fiber optic,No,Yes,No,Electronic check,1,0,240.6,Yes
CUST10299,35,Male,South,68,18.0,1252.89,Month-to-month,No,No internet service,No internet service,No,Bank transfer,2,0,0.0,No
CUST10300,19,Female,East,22,96.68,2134.2,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,2,2,178.2,Yes
CUST10301,40,Female,East,40,40.21,1559.42,Two year,DSL,Yes,Yes,No,Mailed check,1,0,,No
CUST10302,70,Male,West,40,,2692.49,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,2,3,420.9,Yes
CUST10303,18,Male,South,18,85.38,1483.77,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,2,4,342.6,Yes
CUST10304,74,Male,South,36,90.65,3064.16,Two year,Fiber optic,Yes,No,No,Electronic check,2,2,508.3,No
CUST10305,52,Female,West,8,52.49,404.64,One year,DSL,No,Yes,Yes,Mailed check,1,1,131.0,Yes
CUST10306,26,Male,South,47,108.36,5056.01,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,1,2,165.9,No
CUST10307,37,Female,East,55,92.62,5124.46,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,2,0,276.9,No
CUST10308,52,Male,South,69,49.51,3392.07,Month-to-month,DSL,No,No,No,Credit card,3,1,176.5,Yes
CUST10309,37,Female,North,24,100.86,2277.75,One year,Fiber optic,No,Yes,Yes,Credit card,3,1,237.0,No
CUST10310,24,Female,East,21,72.65,1478.06,Month-to-month,DSL,No,Yes,Yes,Mailed check,1,2,,Yes
CUST10311,59,Male,North,40,93.13,3444.87,Two year,Fiber optic,Yes,No,No,Bank transfer,2,2,469.2,No
CUST10312,60,Male,North,50,74.25,3426.82,Two year,Fiber optic,No,No,Yes,Bank transfer,0,0,274.5,Yes
CUST10313,25,Female,East,72,19.5,1487.42,Month-to-month,No,No internet service,No internet service,No,Bank transfer,5,1,0.0,No
CUST10314,35,Male,East,2,43.53,67.62,One year,DSL,Yes,No,No,Bank transfer,3,1,124.7,No
CUST10315,33,Male,West,18,62.58,1109.55,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,0,0,,No
CUST10316,59,Female,South,19,46.5,962.68,Month-to-month,DSL,No,Yes,Yes,Credit card,2,1,172.1,Yes
CUST10317,64,Male,North,19,89.71,1690.52,One year,Fiber optic,Yes,Yes,No,Mailed check,2,2,295.3,Yes
CUST10318,63,Male,West,34,59.61,2034.71,Month-to-month,DSL,No,Yes,No,Bank transfer,0,0,187.3,No
CUST10319,77,Male,North,63,68.16,4208.22,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,0,1,312.6,Yes
CUST10320,66,Male,North,3,39.36,73.43,Month-to-month,DSL,No,No,Yes,Bank transfer,2,1,172.4,Yes
CUST10321,38,Female,South,59,46.93,2710.89,Month-to-month,DSL,No,No,No,Bank transfer,1,0,195.6,No
CUST10322,24,Female,East,45,86.47,3893.15,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,0,0,403.4,Yes
CUST10323,56,Male,West,45,77.06,3301.03,One year,Fiber optic,No,No,Yes,Mailed check,1,0,315.0,No
CUST10324,75,Male,West,49,22.29,1092.99,Two year,No,No internet service,No internet service,No,Mailed check,1,1,0.0,No
CUST10325,79,Female,East,9,79.94,604.25,One year,Fiber optic,No,Yes,No,Electronic check,2,1,345.2,Yes
CUST10326,32,Male,North,54,72.51,3538.42,Two year,Fiber optic,No,Yes,No,Electronic check,0,2,237.3,No
CUST10327,32,Male,South,18,81.65,1483.15,Month-to-month,Fiber optic,No,Yes,No,Electronic check,0,1,249.9,No
CUST10328,20,Male,South,38,79.87,2820.93,Two year,Fiber optic,No,No,Yes,Credit card,2,1,516.0,No
CUST10329,26,Male,North,49,48.9,2253.81,Month-to-month,DSL,No,No,No,Electronic check,2,1,201.2,Yes
CUST10330,52,Female,South,44,83.12,3561.83,Month-to-month,Fiber optic,No,No,Yes,Credit card,0,2,418.0,Yes
CUST10331,52,Male,South,24,86.19,1888.58,Two year,Fiber optic,No,No,Yes,Electronic check,1,0,316.8,No
CUST10332,41,Male,North,29,58.82,1780.36,Month-to-month,DSL,No,No,No,Bank transfer,1,2,136.5,Yes
CUST10333,37,Female,East,35,81.66,2961.93,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,4,1,466.2,Yes
CUST10334,70,Male,East,3,77.24,208.92,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,3,0,378.4,Yes
CUST10335,46,Female,North,53,94.72,5010.77,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,1,2,283.8,Yes
CUST10336,68,Male,South,8,60.85,440.77,Month-to-month,DSL,No,Yes,No,Bank transfer,2,3,183.5,Yes
CUST10337,78,Male,West,34,83.45,2872.13,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,2,1,355.7,No
CUST10338,37,Male,East,48,27.78,1310.83,Two year,No,No internet service,No internet service,No,Bank transfer,2,5,0.0,No
CUST10339,30,Female,West,6,68.68,481.16,Month-to-month,DSL,Yes,No,No,Electronic check,0,2,242.5,Yes
CUST10340,78,Female,South,72,105.29,7579.28,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,1,0,261.4,Yes
CUST10341,57,Male,West,28,54.51,1480.16,Month-to-month,DSL,No,No,No,Bank transfer,2,2,224.1,Yes
CUST10342,36,Male,South,2,62.6,115.63,Two year,DSL,No,No,No,Mailed check,4,3,192.3,No
CUST10343,57,Male,South,48,18.0,939.94,Month-to-month,No,No internet service,No internet service,No,Bank transfer,3,1,0.0,No
CUST10344,50,Female,North,41,81.64,3325.21,Month-to-month,Fiber optic,No,No,No,Bank transfer,1,0,368.2,Yes
CUST10345,75,Male,South,47,89.65,4113.7,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,0,0,256.0,No
CUST10346,34,Female,South,55,66.43,3487.7,One year,DSL,Yes,Yes,Yes,Credit card,1,0,116.1,Yes
CUST10347,80,Female,South,35,41.11,1365.95,One year,No,No internet service,No internet service,Yes,Bank transfer,1,0,0.0,No
CUST10348,76,Female,East,60,54.5,3039.03,One year,DSL,No,No,No,Bank transfer,1,1,174.1,No
CUST10349,29,Male,South,27,77.62,2024.67,One year,Fiber optic,No,Yes,No,Bank transfer,1,0,312.5,No
CUST10350,28,Male,South,40,39.37,1602.63,Month-to-month,DSL,No,No,No,Credit card,3,3,80.5,Yes
CUST10351,51,Male,North,12,68.46,923.81,Month-to-month,DSL,,No,Yes,Bank transfer,0,0,142.2,Yes
CUST10352,20,Female,South,45,92.14,4073.02,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,4,3,354.0,Yes
CUST10353,36,Female,South,19,56.48,,Month-to-month,DSL,No,No,No,Electronic check,3,1,203.2,Yes
CUST10354,45,Female,South,51,89.56,4620.74,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,1,2,135.9,Yes
CUST10355,79,Male,North,58,60.68,3548.02,Month-to-month,DSL,Yes,No,Yes,Bank transfer,2,0,226.0,No
CUST10356,80,Male,West,62,83.13,,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,1,0,295.8,Yes
CUST10357,27,Female,West,67,91.87,5850.51,One year,Fiber optic,Yes,No,Yes,Electronic check,2,0,289.8,No
CUST10358,74,Female,South,9,75.25,682.6,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,4,2,244.8,Yes
CUST10359,23,Female,East,10,54.41,527.3,One year,DSL,Yes,No,Yes,Mailed check,2,1,119.7,No
CUST10360,65,Female,West,67,75.57,4829.89,One year,Fiber optic,No,No,Yes,Credit card,0,2,310.6,No
CUST10361,71,Male,West,28,18.0,575.04,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,1,4,0.0,Yes
CUST10362,74,Male,East,2,53.53,85.02,Month-to-month,DSL,No,Yes,No,Electronic check,1,1,180.0,Yes
CUST10363,32,Male,West,21,54.01,984.69,One year,DSL,Yes,Yes,No,Bank transfer,1,1,169.1,No
CUST10364,74,Female,West,61,79.9,4666.62,One year,Fiber optic,No,No,No,Mailed check,1,0,468.8,Yes
CUST10365,25,Female,West,26,52.02,1378.94,Month-to-month,DSL,No,No,Yes,Electronic check,8,0,167.5,Yes
CUST10366,50,Male,South,6,104.68,646.89,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,5,2,285.5,Yes
CUST10367,47,Female,North,52,85.05,4264.08,One year,Fiber optic,No,No,Yes,Mailed check,6,1,319.3,Yes
CUST10368,37,Female,North,15,66.34,1037.47,One year,DSL,Yes,Yes,Yes,Electronic check,1,1,170.0,Yes
CUST10369,19,Female,South,26,91.96,2329.65,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,1,0,210.1,No
CUST10370,66,Female,South,1,95.72,72.42,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,2,3,366.9,Yes
CUST10371,39,Male,South,44,56.54,2373.72,Two year,DSL,No,No,No,Credit card,2,1,76.3,No
CUST10372,59,Male,East,33,27.82,809.86,Month-to-month,No,No internet service,No internet service,No,Mailed check,1,2,0.0,No
CUST10373,43,Female,East,63,59.11,3423.06,Two year,DSL,No,No,Yes,Electronic check,0,1,184.0,Yes
CUST10374,41,Female,West,25,57.73,1510.84,Month-to-month,Fiber optic,No,No,Yes,Credit card,0,1,194.0,Yes
CUST10375,73,Male,North,15,45.89,755.12,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,4,2,0.0,Yes
CUST10376,23,Male,North,12,72.9,911.11,Month-to-month,DSL,No,Yes,Yes,Electronic check,3,0,191.2,Yes
CUST10377,64,Female,West,15,27.17,445.25,Month-to-month,No,No internet service,No internet service,No,Credit card,0,1,0.0,Yes
CUST10378,65,Female,West,33,37.87,1092.48,Two year,DSL,No,No,Yes,Electronic check,2,2,126.6,Yes
CUST10379,41,Male,West,7,94.1,734.22,Month-to-month,Fiber optic,No,No,No,Credit card,3,1,312.1,Yes
CUST10380,34,Female,West,29,51.06,1296.28,Two year,DSL,Yes,No,Yes,Bank transfer,1,0,169.5,Yes
CUST10381,18,Male,West,62,87.34,5352.36,Month-to-month,Fiber optic,No,No,No,Credit card,2,0,444.8,No
CUST10382,77,Male,South,56,75.17,3894.09,Two year,Fiber optic,Yes,No,No,Credit card,1,3,279.8,No
CUST10383,77,Female,South,46,47.26,1972.93,Two year,No,No internet service,No internet service,Yes,Electronic check,1,4,0.0,Yes
CUST10384,33,Male,South,65,18.0,1134.57,One year,No,No internet service,No internet service,No,Bank transfer,3,5,0.0,Yes
CUST10385,20,Female,East,57,82.69,4737.02,Month-to-month,Fiber optic,No,No,Yes,Electronic check,1,3,359.5,Yes
CUST10386,25,Male,West,47,65.78,3065.79,One year,Fiber optic,No,Yes,No,Bank transfer,3,0,405.3,Yes
CUST10387,22,Female,South,63,86.59,5479.02,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,4,1,236.5,Yes
CUST10388,70,Male,East,9,20.75,137.79,Two year,No,No internet service,No internet service,No,,1,4,0.0,Yes
CUST10389,74,Female,South,59,98.37,5841.04,Month-to-month,Fiber optic,No,Yes,No,Electronic check,0,0,484.3,Yes
CUST10390,27,Male,North,22,20.75,410.75,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,5,0.0,No
CUST10391,65,Female,North,53,69.39,3727.89,Month-to-month,DSL,Yes,No,No,Electronic check,3,2,86.4,Yes
CUST10392,29,Male,North,66,71.76,4550.27,One year,Fiber optic,No,No,No,Electronic check,1,0,307.7,No
CUST10393,41,Male,West,36,84.18,2810.07,Two year,Fiber optic,No,Yes,Yes,Credit card,1,0,456.4,No
CUST10394,55,Male,South,7,60.38,324.72,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,1,0,134.5,No
CUST10395,63,Female,West,27,62.96,1508.13,One year,DSL,Yes,No,No,Credit card,1,1,127.6,No
CUST10396,73,Male,East,30,28.68,708.99,Two year,No,No internet service,No internet service,No,Credit card,3,1,0.0,No
CUST10397,20,Female,North,68,94.22,6502.98,Month-to-month,Fiber optic,No,Yes,Yes,,2,2,262.3,Yes
CUST10398,30,Female,North,68,59.67,3994.41,Month-to-month,DSL,No,Yes,No,Mailed check,1,0,148.6,No
CUST10399,35,Female,West,41,58.61,2347.17,One year,DSL,No,No,No,Credit card,2,4,231.6,Yes
CUST10400,37,Female,South,69,78.02,5132.74,One year,Fiber optic,No,Yes,Yes,Bank transfer,1,1,387.6,No
CUST10401,80,Male,West,32,91.89,2927.28,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,1,1,357.3,Yes
CUST10402,66,Female,North,30,41.08,1131.35,Two year,No,No internet service,No internet service,Yes,Credit card,4,1,0.0,Yes
CUST10403,38,Female,East,61,18.0,1188.41,Month-to-month,No,No internet service,No internet service,No,Bank transfer,1,0,0.0,No
CUST10404,79,Male,West,49,86.89,3949.15,Two year,Fiber optic,No,No,Yes,Mailed check,3,0,468.5,Yes
CUST10405,49,Male,North,38,93.77,3299.38,Two year,Fiber optic,No,Yes,Yes,Credit card,2,1,316.7,No
CUST10406,49,Female,South,33,71.61,2245.4,Two year,DSL,No,Yes,No,Mailed check,0,1,239.2,No
CUST10407,45,Male,West,51,32.26,1610.43,Month-to-month,No,No internet service,No internet service,No,Credit card,3,1,0.0,Yes
CUST10408,27,Female,South,55,53.0,2973.76,Month-to-month,DSL,No,No,No,Electronic check,0,2,195.4,Yes
CUST10409,76,Male,South,36,56.3,2076.37,Month-to-month,DSL,No,No,Yes,Electronic check,2,0,150.8,Yes
CUST10410,18,Male,South,3,18.0,102.94,Month-to-month,No,No internet service,No internet service,No,Mailed check,0,0,0.0,Yes
CUST10411,28,Female,South,8,21.12,153.68,One year,No,No internet service,No internet service,Yes,Electronic check,0,1,0.0,Yes
CUST10412,32,Male,West,11,49.64,521.99,Month-to-month,DSL,Yes,Yes,Yes,Credit card,3,2,96.2,Yes
CUST10413,35,Female,West,34,102.87,3449.74,Month-to-month,Fiber optic,Yes,No,No,Electronic check,2,1,425.7,Yes
CUST10414,26,Female,South,45,92.5,4118.1,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,1,0,435.9,Yes
CUST10415,19,Male,West,58,48.84,2782.28,Month-to-month,DSL,Yes,No,Yes,Electronic check,2,0,124.3,No
CUST10416,60,Male,North,17,54.71,950.25,Month-to-month,DSL,No,No,No,Credit card,2,0,139.3,Yes
CUST10417,79,Female,North,57,69.59,3795.41,One year,DSL,Yes,No,Yes,Mailed check,0,0,94.5,No
CUST10418,25,Female,East,48,91.93,4259.86,One year,Fiber optic,No,No,Yes,Electronic check,1,3,360.9,Yes
CUST10419,36,Male,West,4,72.72,317.71,Month-to-month,Fiber optic,No,No,Yes,Electronic check,2,2,538.0,Yes
CUST10420,49,Female,North,26,50.66,1153.5,Two year,Fiber optic,No,No,Yes,Bank transfer,1,1,582.0,No
CUST10421,76,Male,North,22,66.95,1295.13,Two year,DSL,Yes,Yes,No,Credit card,1,2,92.7,No
CUST10422,61,Male,East,64,18.0,1139.42,Month-to-month,No,No internet service,No internet service,No,Credit card,3,1,0.0,No
CUST10423,66,Female,West,67,93.22,5953.28,One year,Fiber optic,No,Yes,No,Electronic check,1,0,133.3,No
CUST10424,54,Male,North,59,34.5,1987.08,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,1,1,0.0,No
CUST10425,44,Female,South,39,68.14,2750.72,Month-to-month,DSL,No,Yes,Yes,Electronic check,0,0,108.6,No
CUST10426,30,Female,East,36,99.45,3495.87,Month-to-month,Fiber optic,No,No,Yes,Mailed check,4,0,297.9,No
CUST10427,72,Female,South,23,37.36,970.55,Month-to-month,No,No internet service,No internet service,No,Bank transfer,4,4,0.0,Yes
CUST10428,68,Female,North,56,69.5,3596.53,Two year,DSL,No,No,Yes,Electronic check,1,1,183.6,Yes
CUST10429,19,Male,North,7,71.79,516.57,Two year,DSL,Yes,No,Yes,Bank transfer,2,1,104.0,No
CUST10430,63,Male,South,20,71.66,1366.3,Two year,DSL,No,Yes,No,Credit card,0,3,164.8,No
CUST10431,23,Female,South,10,57.59,586.8,One year,DSL,Yes,No,No,Electronic check,1,0,88.3,No
CUST10432,64,Female,West,36,74.11,2652.64,One year,Fiber optic,No,Yes,Yes,Electronic check,6,1,315.7,Yes
CUST10433,70,Male,East,22,87.82,1717.94,Two year,DSL,Yes,Yes,Yes,Electronic check,1,0,157.0,Yes
CUST10434,26,Female,East,15,52.63,780.85,Month-to-month,DSL,No,No,No,Electronic check,0,3,268.5,Yes
CUST10435,45,Male,West,28,100.29,2761.21,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,1,1,342.5,Yes
CUST10436,25,Female,South,62,57.5,3329.12,One year,DSL,Yes,Yes,Yes,Bank transfer,2,0,162.9,No
CUST10437,53,Male,South,41,96.64,3925.87,Month-to-month,Fiber optic,No,Yes,No,Electronic check,3,2,238.2,Yes
CUST10438,76,Female,West,60,62.55,3855.99,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,4,1,347.3,Yes
CUST10439,23,Male,South,66,53.9,3547.86,Month-to-month,DSL,Yes,No,Yes,Credit card,4,1,152.6,Yes
CUST10440,43,Male,East,65,51.02,3292.74,One year,DSL,No,No,Yes,Credit card,4,2,77.3,No
CUST10441,79,Female,East,26,61.63,1717.1,Month-to-month,DSL,No,Yes,Yes,Bank transfer,0,2,170.9,Yes
CUST10442,36,Male,North,64,62.72,4178.81,Month-to-month,DSL,No,No,Yes,Electronic check,2,0,232.5,Yes
CUST10443,26,Male,South,66,71.06,4794.76,Month-to-month,Fiber optic,No,No,Yes,Electronic check,2,2,325.2,Yes
CUST10444,48,Female,North,70,63.6,4581.7,Month-to-month,DSL,No,Yes,Yes,Electronic check,2,2,162.3,Yes
CUST10445,50,Male,North,26,69.27,1674.82,Two year,DSL,No,Yes,Yes,Credit card,0,0,215.3,No
CUST10446,59,Male,South,17,48.46,836.38,Month-to-month,No,No internet service,No internet service,No,Credit card,0,0,0.0,No
CUST10447,37,Male,South,43,32.07,1340.07,One year,No,No internet service,No internet service,No,Mailed check,0,2,0.0,No
CUST10448,78,Female,West,68,52.4,3420.68,One year,DSL,No,Yes,Yes,Electronic check,2,2,182.5,Yes
CUST10449,50,Female,West,65,50.28,3276.43,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,0,1,259.3,Yes
CUST10450,36,Female,West,42,100.29,3916.58,Two year,Fiber optic,,No,No,Electronic check,1,3,342.8,No
CUST10451,78,Male,South,11,32.37,316.21,One year,No,No internet service,No internet service,No,Credit card,2,1,0.0,No
CUST10452,76,Male,South,31,86.78,2506.8,One year,Fiber optic,No,Yes,No,Electronic check,7,1,266.0,Yes
CUST10453,49,Male,South,52,41.8,2193.6,Month-to-month,DSL,Yes,No,Yes,,5,2,149.7,No
CUST10454,19,Female,North,41,53.69,2163.19,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,2,1,162.0,No
CUST10455,55,Male,West,25,88.31,1998.72,Two year,Fiber optic,No,No,Yes,Electronic check,2,2,176.1,No
CUST10456,52,Male,South,25,,677.11,One year,No,,No internet service,No,Mailed check,2,1,0.0,No
CUST10457,27,Female,North,5,18.0,62.33,Two year,No,No internet service,No internet service,Yes,Credit card,1,3,0.0,Yes
